triplet_id,participation,task,trial,stim1_name,stim2_name,stim3_name,choice,response_time,catch_trial_flag,token,survey_code
26972,natural-cobra,set7,11,63,94,191,63,4.781,False,p31,9934.0
26974,natural-cobra,set7,13,70,67,203,70,6.308,False,p31,9934.0
26975,natural-cobra,set7,14,131,70,73,73,4.887,False,p31,9934.0
26978,natural-cobra,set7,17,69,39,36,69,6.051,False,p31,9934.0
26979,natural-cobra,set7,18,5,105,130,105,4.186,False,p31,9934.0
26981,natural-cobra,set7,20,210,243,95,95,9.395,False,p31,9934.0
26984,natural-cobra,set8,2,8,50,27,8,3.709,False,p31,9934.0
26987,natural-cobra,set8,5,103,237,64,237,2.653,False,p31,9934.0
26988,natural-cobra,set8,6,8,122,245,122,4.804,False,p31,9934.0
26992,natural-cobra,set8,10,70,243,122,243,11.865,False,p31,9934.0
26993,natural-cobra,set8,11,204,121,140,121,3.711,False,p31,9934.0
26994,natural-cobra,set8,12,142,41,248,41,7.157,False,p31,9934.0
26995,natural-cobra,set8,13,160,204,165,160,3.643,False,p31,9934.0
26997,natural-cobra,set8,15,244,27,14,27,8.233,False,p31,9934.0
26998,natural-cobra,set8,16,247,132,105,132,7.731,False,p31,9934.0
26999,natural-cobra,set8,17,122,115,237,122,3.272,False,p31,9934.0
27000,natural-cobra,set8,18,180,30,135,135,2.364,False,p31,9934.0
27002,natural-cobra,set8,20,67,5,141,141,3.565,False,p31,9934.0
27003,natural-cobra,set9,0,206,246,80,206,12.157,False,p31,9934.0
27009,natural-cobra,set9,6,194,104,235,104,4.318,False,p31,9934.0
27010,natural-cobra,set9,7,219,234,66,66,4.083,False,p31,9934.0
27011,natural-cobra,set9,8,96,44,171,96,4.293,False,p31,9934.0
27013,natural-cobra,set9,10,52,85,22,52,4.406,False,p31,9934.0
27014,natural-cobra,set9,11,214,232,125,232,3.214,False,p31,9934.0
27016,natural-cobra,set9,13,182,135,40,182,15.625,False,p31,9934.0
27020,natural-cobra,set9,17,177,59,12,59,17.973,False,p31,9934.0
27023,natural-cobra,set9,20,213,212,139,213,4.07,False,p31,9934.0
27027,natural-cobra,set10,3,143,67,8,143,3.031,False,p31,9934.0
27031,natural-cobra,set10,7,41,63,71,41,3.418,False,p31,9934.0
27032,natural-cobra,set10,8,35,40,0,35,4.163,False,p31,9934.0
27033,natural-cobra,set10,9,188,16,77,16,4.149,False,p31,9934.0
27035,natural-cobra,set10,11,157,119,172,157,4.681,False,p31,9934.0
27036,natural-cobra,set10,12,175,69,102,175,4.844,False,p31,9934.0
27039,natural-cobra,set10,15,241,29,150,29,3.675,False,p31,9934.0
27044,natural-cobra,set10,20,76,231,202,231,9.313,False,p31,9934.0
27047,natural-cobra,set11,2,99,241,92,92,2.972,False,p31,9934.0
27048,natural-cobra,set11,3,239,214,132,239,4.19,False,p31,9934.0
27049,natural-cobra,set11,4,181,32,27,32,5.473,False,p31,9934.0
27050,natural-cobra,set11,5,85,128,146,128,18.256,False,p31,9934.0
27051,natural-cobra,set11,6,135,146,234,234,8.205,False,p31,9934.0
27053,natural-cobra,set11,8,164,1,188,164,4.993,False,p31,9934.0
27054,natural-cobra,set11,9,96,243,8,8,3.201,False,p31,9934.0
27056,natural-cobra,set11,11,76,66,158,158,3.806,False,p31,9934.0
27057,natural-cobra,set11,12,212,235,216,235,5.013,False,p31,9934.0
27059,natural-cobra,set11,14,50,24,44,24,7.342,False,p31,9934.0
27061,natural-cobra,set11,16,74,166,32,74,8.899,False,p31,9934.0
27062,natural-cobra,set11,17,13,14,180,13,6.922,False,p31,9934.0
27064,natural-cobra,set11,19,194,175,64,194,4.135,False,p31,9934.0
27065,natural-cobra,set11,20,170,183,231,170,3.572,False,p31,9934.0
27067,engaged-basilisk,set1,1,18,172,188,188,7.968,False,p43,8368.0
27069,engaged-basilisk,set1,3,125,216,120,125,8.703,False,p43,8368.0
27073,engaged-basilisk,set1,7,33,78,23,33,12.345,False,p43,8368.0
27074,engaged-basilisk,set1,8,154,32,139,154,5.013,False,p43,8368.0
27075,engaged-basilisk,set1,9,133,33,52,133,4.168,False,p43,8368.0
27077,engaged-basilisk,set1,11,219,146,226,219,4.677,False,p43,8368.0
27079,engaged-basilisk,set1,13,170,186,31,186,21.844,False,p43,8368.0
27083,engaged-basilisk,set1,17,140,137,223,223,3.243,False,p43,8368.0
27084,engaged-basilisk,set1,18,136,35,69,136,4.748,False,p43,8368.0
27086,engaged-basilisk,set1,20,39,96,51,96,3.027,False,p43,8368.0
27087,engaged-basilisk,set2,0,1,49,72,49,5.881,False,p43,8368.0
27089,engaged-basilisk,set2,2,147,76,97,147,12.42,False,p43,8368.0
27093,engaged-basilisk,set2,6,33,146,96,146,15.152,False,p43,8368.0
27096,engaged-basilisk,set2,9,146,230,133,230,10.992,False,p43,8368.0
27097,engaged-basilisk,set2,10,39,27,224,39,5.952,False,p43,8368.0
27099,engaged-basilisk,set2,12,203,246,178,246,6.306,False,p43,8368.0
27101,engaged-basilisk,set2,14,141,226,191,191,3.242,False,p43,8368.0
27102,engaged-basilisk,set2,15,228,125,65,228,4.334,False,p43,8368.0
27109,engaged-basilisk,set3,1,100,63,20,100,4.166,False,p43,8368.0
27110,engaged-basilisk,set3,2,238,210,152,210,2.717,False,p43,8368.0
27113,engaged-basilisk,set3,5,31,217,203,217,3.084,False,p43,8368.0
27115,engaged-basilisk,set3,7,27,146,19,146,3.086,False,p43,8368.0
27120,engaged-basilisk,set3,12,22,103,20,103,4.674,False,p43,8368.0
27122,engaged-basilisk,set3,14,200,78,54,54,38.738,False,p43,8368.0
27123,engaged-basilisk,set3,15,142,92,82,142,9.011,False,p43,8368.0
27131,engaged-basilisk,set4,2,217,74,238,238,16.267,False,p43,8368.0
27132,engaged-basilisk,set4,3,125,79,241,241,7.387,False,p43,8368.0
27133,engaged-basilisk,set4,4,246,76,78,246,7.176,False,p43,8368.0
27134,engaged-basilisk,set4,5,157,47,178,47,11.65,False,p43,8368.0
27138,engaged-basilisk,set4,9,87,242,106,87,4.923,False,p43,8368.0
27142,engaged-basilisk,set4,13,49,157,40,157,3.315,False,p43,8368.0
27143,engaged-basilisk,set4,14,231,219,120,120,2.599,False,p43,8368.0
27145,engaged-basilisk,set4,16,121,222,234,121,6.657,False,p43,8368.0
27148,engaged-basilisk,set4,19,8,248,214,8,4.716,False,p43,8368.0
27150,engaged-basilisk,set5,0,204,52,86,86,7.886,False,p43,8368.0
27151,engaged-basilisk,set5,1,207,27,232,207,4.687,False,p43,8368.0
27152,engaged-basilisk,set5,2,224,38,111,111,6.672,False,p43,8368.0
27155,engaged-basilisk,set5,5,73,165,232,232,142.416,False,p43,8368.0
27157,engaged-basilisk,set5,7,137,15,122,15,106.999,False,p43,8368.0
27163,engaged-basilisk,set5,13,245,99,200,200,11.281,False,p43,8368.0
27164,engaged-basilisk,set5,14,189,11,186,186,8.881,False,p43,8368.0
27165,engaged-basilisk,set5,15,247,246,216,216,4.986,False,p43,8368.0
27168,engaged-basilisk,set5,18,214,226,9,214,6.02,False,p43,8368.0
27169,engaged-basilisk,set5,19,239,8,220,8,4.65,False,p43,8368.0
27172,engaged-basilisk,set6,1,49,8,79,8,6.767,False,p43,8368.0
27177,engaged-basilisk,set6,6,32,200,191,200,3.416,False,p43,8368.0
27178,engaged-basilisk,set6,7,248,123,78,123,30.141,False,p43,8368.0
27179,engaged-basilisk,set6,8,206,67,13,67,37.697,False,p43,8368.0
27181,engaged-basilisk,set6,10,174,224,234,174,5.337,False,p43,8368.0
27182,engaged-basilisk,set6,11,214,227,206,214,60.497,False,p43,8368.0
27186,engaged-basilisk,set6,15,58,246,71,58,26.083,False,p43,8368.0
27187,engaged-basilisk,set6,16,51,47,100,51,39.719,False,p43,8368.0
27192,engaged-basilisk,set7,0,240,232,129,129,112.34,False,p43,8368.0
27194,engaged-basilisk,set7,2,135,33,29,135,3.593,False,p43,8368.0
27200,engaged-basilisk,set7,8,170,38,120,120,4.549,False,p43,8368.0
27201,engaged-basilisk,set7,9,33,73,97,33,3.552,False,p43,8368.0
27205,engaged-basilisk,set7,13,189,235,225,235,3.032,False,p43,8368.0
27209,engaged-basilisk,set7,17,206,11,51,206,3.532,False,p43,8368.0
27210,engaged-basilisk,set7,18,110,157,202,110,2.487,False,p43,8368.0
27213,engaged-basilisk,set8,0,15,125,132,125,409.324,False,p43,8368.0
27214,engaged-basilisk,set8,1,38,14,149,149,7.401,False,p43,8368.0
27216,engaged-basilisk,set8,3,99,143,232,99,8.445,False,p43,8368.0
27218,engaged-basilisk,set8,5,15,0,16,0,7.512,False,p43,8368.0
27221,engaged-basilisk,set8,8,191,86,230,230,3.872,False,p43,8368.0
27223,engaged-basilisk,set8,10,241,110,247,110,8.754,False,p43,8368.0
27228,engaged-basilisk,set8,15,136,144,24,144,4.116,False,p43,8368.0
27231,engaged-basilisk,set8,18,112,189,118,118,3.197,False,p43,8368.0
27232,engaged-basilisk,set8,19,179,147,237,237,10.613,False,p43,8368.0
27234,engaged-basilisk,set9,0,173,94,4,4,10.151,False,p43,8368.0
27235,engaged-basilisk,set9,1,67,121,208,208,3.782,False,p43,8368.0
27238,engaged-basilisk,set9,4,211,216,142,142,7.402,False,p43,8368.0
27240,engaged-basilisk,set9,6,22,219,239,22,4.352,False,p43,8368.0
27241,engaged-basilisk,set9,7,196,39,31,39,3.014,False,p43,8368.0
27246,engaged-basilisk,set9,12,38,12,162,38,3.056,False,p43,8368.0
27247,engaged-basilisk,set9,13,204,108,12,204,10.982,False,p43,8368.0
27249,engaged-basilisk,set9,15,179,80,223,223,5.342,False,p43,8368.0
27252,engaged-basilisk,set9,18,31,130,120,120,4.665,False,p43,8368.0
27253,engaged-basilisk,set9,19,179,169,79,179,12.412,False,p43,8368.0
27259,engaged-basilisk,set10,4,165,74,78,74,3.149,False,p43,8368.0
27261,engaged-basilisk,set10,6,238,135,91,238,2.998,False,p43,8368.0
27262,engaged-basilisk,set10,7,136,49,149,136,5.669,False,p43,8368.0
27264,engaged-basilisk,set10,9,181,126,74,181,7.579,False,p43,8368.0
27270,engaged-basilisk,set10,15,228,51,20,20,4.577,False,p43,8368.0
27273,engaged-basilisk,set10,18,160,66,1,1,9.341,False,p43,8368.0
27274,engaged-basilisk,set10,19,160,66,1,1,9.811,False,p43,8368.0
27280,engaged-basilisk,set11,4,232,225,195,195,3.854,False,p43,8368.0
27283,engaged-basilisk,set11,7,243,4,64,243,3.785,False,p43,8368.0
27285,engaged-basilisk,set11,9,172,180,140,140,6.258,False,p43,8368.0
27286,engaged-basilisk,set11,10,104,242,146,146,13.774,False,p43,8368.0
27287,engaged-basilisk,set11,11,156,71,136,71,3.554,False,p43,8368.0
27289,engaged-basilisk,set11,13,51,76,140,76,3.483,False,p43,8368.0
27290,engaged-basilisk,set11,14,222,100,43,100,4.498,False,p43,8368.0
27296,engaged-basilisk,set11,20,92,105,224,224,3.999,False,p43,8368.0
27302,loving-rhino,set1,5,225,245,158,158,6.311,False,x10,9814.0
27303,loving-rhino,set1,6,137,2,36,36,6.574,False,x10,9814.0
27304,loving-rhino,set1,7,194,247,39,39,420.962,False,x10,9814.0
27306,loving-rhino,set1,9,97,236,190,97,2.818,False,x10,9814.0
27308,loving-rhino,set1,11,112,180,69,69,4.636,False,x10,9814.0
27313,loving-rhino,set1,16,162,155,22,22,5.863,False,x10,9814.0
27315,loving-rhino,set1,18,72,4,214,214,2.486,False,x10,9814.0
27316,loving-rhino,set1,19,240,97,217,240,3.578,False,x10,9814.0
27317,loving-rhino,set1,20,232,59,220,220,2.431,False,x10,9814.0
27318,loving-rhino,set2,0,144,131,68,131,10.259,False,x10,9814.0
27322,loving-rhino,set2,4,116,52,29,29,2.607,False,x10,9814.0
27323,loving-rhino,set2,5,112,186,207,186,4.266,False,x10,9814.0
27325,loving-rhino,set2,7,120,187,143,143,3.675,False,x10,9814.0
27327,loving-rhino,set2,9,40,123,179,40,293.056,False,x10,9814.0
27330,loving-rhino,set2,12,73,10,82,73,7.642,False,x10,9814.0
27331,loving-rhino,set2,13,8,65,40,40,50.489,False,x10,9814.0
27332,loving-rhino,set2,14,97,241,110,241,6.179,False,x10,9814.0
27333,loving-rhino,set2,15,164,213,7,7,17.731,False,x10,9814.0
27334,loving-rhino,set2,16,164,213,7,7,17.885,False,x10,9814.0
27335,loving-rhino,set2,17,220,76,118,220,5.782,False,x10,9814.0
27336,loving-rhino,set2,18,232,113,164,232,3.928,False,x10,9814.0
27337,loving-rhino,set2,19,12,69,14,12,2.832,False,x10,9814.0
27338,loving-rhino,set2,20,105,115,87,115,2.837,False,x10,9814.0
27339,loving-rhino,set3,0,81,49,220,49,7.314,False,x10,9814.0
27341,loving-rhino,set3,2,24,227,13,13,4.594,False,x10,9814.0
27342,loving-rhino,set3,3,58,179,133,58,2.818,False,x10,9814.0
27343,loving-rhino,set3,4,16,130,135,130,4.578,False,x10,9814.0
27344,loving-rhino,set3,5,248,65,100,65,8.632,False,x10,9814.0
27345,loving-rhino,set3,6,105,69,237,237,10.135,False,x10,9814.0
27346,loving-rhino,set3,7,208,102,95,102,9.117,False,x10,9814.0
27348,loving-rhino,set3,9,170,203,230,170,4.597,False,x10,9814.0
27356,loving-rhino,set3,17,97,115,63,63,12.264,False,x10,9814.0
27361,loving-rhino,set4,1,16,162,67,162,4.416,False,x10,9814.0
27362,loving-rhino,set4,2,156,182,191,182,11.326,False,x10,9814.0
27365,loving-rhino,set4,5,247,108,111,247,5.764,False,x10,9814.0
27367,loving-rhino,set4,7,126,179,94,179,21079.668,False,x10,9814.0
27368,loving-rhino,set4,8,170,219,206,170,4.499,False,x10,9814.0
27369,loving-rhino,set4,9,105,18,219,105,3.76,False,x10,9814.0
27370,loving-rhino,set4,10,35,204,45,204,4298.161,False,x10,9814.0
27374,loving-rhino,set4,14,130,211,207,207,3.096,False,x10,9814.0
27375,loving-rhino,set4,15,240,35,135,240,1817.741,False,x10,9814.0
27376,loving-rhino,set4,16,169,194,87,194,1831.27,False,x10,9814.0
27377,loving-rhino,set4,17,2,141,47,141,5.525,False,x10,9814.0
27378,loving-rhino,set4,18,130,142,207,142,859.369,False,x10,9814.0
27381,loving-rhino,set5,0,51,166,235,166,8.806,False,x10,9814.0
27382,loving-rhino,set5,1,50,219,22,219,3.679,False,x10,9814.0
27383,loving-rhino,set5,2,218,188,143,218,4.983,False,x10,9814.0
27384,loving-rhino,set5,3,241,52,189,241,2311.272,False,x10,9814.0
27385,loving-rhino,set5,4,45,158,7,158,5.93,False,x10,9814.0
27386,loving-rhino,set5,5,72,178,205,205,6.063,False,x10,9814.0
27387,loving-rhino,set5,6,177,243,215,243,5.323,False,x10,9814.0
27388,loving-rhino,set5,7,177,99,63,99,2.97,False,x10,9814.0
27389,loving-rhino,set5,8,228,197,70,228,7917.251,False,x10,9814.0
27391,loving-rhino,set5,10,91,119,39,91,3.259,False,x10,9814.0
27393,loving-rhino,set5,12,81,57,172,81,2.719,False,x10,9814.0
27397,loving-rhino,set5,16,24,122,239,122,6.381,False,x10,9814.0
27399,loving-rhino,set5,18,131,86,223,86,3.374,False,x10,9814.0
27401,loving-rhino,set5,20,152,2,191,152,8.767,False,x10,9814.0
27402,loving-rhino,set6,0,122,235,190,122,7.852,False,x10,9814.0
27403,loving-rhino,set6,1,132,142,230,132,63.947,False,x10,9814.0
27413,loving-rhino,set6,11,162,34,36,34,5.282,False,x10,9814.0
27414,loving-rhino,set6,12,218,92,95,92,5.619,False,x10,9814.0
27415,loving-rhino,set6,13,50,189,103,189,6.286,False,x10,9814.0
27417,loving-rhino,set6,15,59,52,231,52,3.597,False,x10,9814.0
27418,loving-rhino,set6,16,76,214,71,71,5.913,False,x10,9814.0
27423,loving-rhino,set7,0,58,226,82,226,3.042,False,x10,9814.0
27424,loving-rhino,set7,1,115,35,62,62,271.101,False,x10,9814.0
27426,loving-rhino,set7,3,195,108,221,195,2.996,False,x10,9814.0
27431,loving-rhino,set7,8,58,30,31,31,4.023,False,x10,9814.0
27433,loving-rhino,set7,10,197,68,13,68,3.901,False,x10,9814.0
27434,loving-rhino,set7,11,178,2,85,2,2.8,False,x10,9814.0
27436,loving-rhino,set7,13,120,73,174,73,90.135,False,x10,9814.0
27438,loving-rhino,set7,15,20,85,78,20,4.873,False,x10,9814.0
27439,loving-rhino,set7,16,177,223,63,223,2.711,False,x10,9814.0
27441,loving-rhino,set7,18,154,242,196,196,9.876,False,x10,9814.0
27442,loving-rhino,set7,19,16,20,215,16,4.665,False,x10,9814.0
27443,loving-rhino,set7,20,24,225,244,24,53.678,False,x10,9814.0
27445,loving-rhino,set8,1,245,52,189,245,116.284,False,x10,9814.0
27446,loving-rhino,set8,2,179,219,103,103,330.357,False,x10,9814.0
27447,loving-rhino,set8,3,122,67,62,62,37.167,False,x10,9814.0
27451,loving-rhino,set8,7,105,234,242,105,314.659,False,x10,9814.0
27456,loving-rhino,set8,12,162,237,222,237,4.304,False,x10,9814.0
27458,loving-rhino,set8,14,40,195,245,40,3.561,False,x10,9814.0
27459,loving-rhino,set8,15,205,155,29,155,3.909,False,x10,9814.0
27461,loving-rhino,set8,17,143,140,95,140,2.574,False,x10,9814.0
27462,loving-rhino,set8,18,20,29,190,190,2.371,False,x10,9814.0
27464,loving-rhino,set8,20,105,11,36,36,3.749,False,x10,9814.0
27465,loving-rhino,set9,0,139,155,54,155,7.763,False,x10,9814.0
27471,loving-rhino,set9,6,137,58,63,63,10.903,False,x10,9814.0
27473,loving-rhino,set9,8,242,4,247,242,2.965,False,x10,9814.0
27475,loving-rhino,set9,10,249,43,119,43,2.548,False,x10,9814.0
27476,loving-rhino,set9,11,40,170,189,170,2.599,False,x10,9814.0
27477,loving-rhino,set9,12,136,157,159,136,4.06,False,x10,9814.0
27478,loving-rhino,set9,13,72,226,63,63,4.235,False,x10,9814.0
27480,loving-rhino,set9,15,136,86,87,136,4.101,False,x10,9814.0
27482,loving-rhino,set9,17,129,177,29,29,18.51,False,x10,9814.0
27483,loving-rhino,set9,18,245,12,5,12,3.297,False,x10,9814.0
27486,loving-rhino,set10,0,217,51,173,51,12.05,False,x10,9814.0
27492,loving-rhino,set10,6,113,99,5,99,3.124,False,x10,9814.0
27496,loving-rhino,set10,10,59,92,174,59,3.951,False,x10,9814.0
27497,loving-rhino,set10,11,235,196,87,196,3.53,False,x10,9814.0
27500,loving-rhino,set10,14,131,164,165,131,4.351,False,x10,9814.0
27501,loving-rhino,set10,15,82,94,239,82,15.438,False,x10,9814.0
27502,loving-rhino,set10,16,18,66,62,66,5.373,False,x10,9814.0
27503,loving-rhino,set10,17,104,203,205,104,3.272,False,x10,9814.0
27507,loving-rhino,set11,0,232,12,165,12,13.485,False,x10,9814.0
27508,loving-rhino,set11,1,0,248,197,248,31.221,False,x10,9814.0
27514,loving-rhino,set11,7,155,180,142,142,4.022,False,x10,9814.0
27517,loving-rhino,set11,10,65,182,175,182,3.481,False,x10,9814.0
27518,loving-rhino,set11,11,210,43,150,150,3.092,False,x10,9814.0
27519,loving-rhino,set11,12,16,110,247,110,9.439,False,x10,9814.0
27520,loving-rhino,set11,13,162,51,239,239,4.172,False,x10,9814.0
27523,loving-rhino,set11,16,128,52,69,69,2.454,False,x10,9814.0
27526,loving-rhino,set11,19,178,124,214,214,5.469,False,x10,9814.0
27529,relieved-kid,set1,1,128,68,95,68,6.833,False,x11,10006.0
27530,relieved-kid,set1,2,216,100,118,118,7.985,False,x11,10006.0
27531,relieved-kid,set1,3,137,133,165,137,7.302,False,x11,10006.0
27533,relieved-kid,set1,5,49,45,63,45,3.93,False,x11,10006.0
27536,relieved-kid,set1,8,0,218,188,218,5.655,False,x11,10006.0
27539,relieved-kid,set1,11,129,158,175,129,3.357,False,x11,10006.0
27540,relieved-kid,set1,12,123,182,150,123,4.515,False,x11,10006.0
27541,relieved-kid,set1,13,137,50,211,50,4.174,False,x11,10006.0
27542,relieved-kid,set1,14,144,194,62,194,4.821,False,x11,10006.0
27543,relieved-kid,set1,15,217,139,86,86,2.393,False,x11,10006.0
27546,relieved-kid,set1,18,82,227,7,227,3.556,False,x11,10006.0
27549,relieved-kid,set2,0,100,65,44,100,3.389,False,x11,10006.0
27550,relieved-kid,set2,1,231,70,175,70,6.272,False,x11,10006.0
27552,relieved-kid,set2,3,225,155,31,225,3.805,False,x11,10006.0
27553,relieved-kid,set2,4,16,214,14,16,2.978,False,x11,10006.0
27555,relieved-kid,set2,6,120,137,146,120,4.775,False,x11,10006.0
27556,relieved-kid,set2,7,67,157,7,67,2.647,False,x11,10006.0
27560,relieved-kid,set2,11,156,179,36,36,5.36,False,x11,10006.0
27561,relieved-kid,set2,12,9,129,230,129,2.902,False,x11,10006.0
27563,relieved-kid,set2,14,144,202,7,144,2.524,False,x11,10006.0
27567,relieved-kid,set2,18,122,219,14,14,9.148,False,x11,10006.0
27569,relieved-kid,set2,20,19,147,119,119,5.198,False,x11,10006.0
27572,relieved-kid,set3,2,156,12,44,44,3.072,False,x11,10006.0
27574,relieved-kid,set3,4,130,59,237,130,4.59,False,x11,10006.0
27575,relieved-kid,set3,5,219,172,175,175,3.642,False,x11,10006.0
27577,relieved-kid,set3,7,82,203,244,82,2.597,False,x11,10006.0
27578,relieved-kid,set3,8,82,85,215,85,2.378,False,x11,10006.0
27581,relieved-kid,set3,11,230,126,215,126,5.994,False,x11,10006.0
27582,relieved-kid,set3,12,122,174,166,174,3.246,False,x11,10006.0
27583,relieved-kid,set3,13,177,124,246,124,4.569,False,x11,10006.0
27584,relieved-kid,set3,14,160,244,143,143,5.978,False,x11,10006.0
27586,relieved-kid,set3,16,152,212,175,212,3.101,False,x11,10006.0
27587,relieved-kid,set3,17,34,221,130,130,6.571,False,x11,10006.0
27589,relieved-kid,set3,19,123,118,71,71,5.63,False,x11,10006.0
27590,relieved-kid,set3,20,9,245,182,182,11.073,False,x11,10006.0
27593,relieved-kid,set4,2,106,228,103,103,4.346,False,x11,10006.0
27594,relieved-kid,set4,3,143,137,71,71,5.614,False,x11,10006.0
27595,relieved-kid,set4,4,136,170,119,119,4.49,False,x11,10006.0
27597,relieved-kid,set4,6,8,212,164,164,2.955,False,x11,10006.0
27598,relieved-kid,set4,7,136,126,207,136,2.426,False,x11,10006.0
27599,relieved-kid,set4,8,49,2,123,2,3.7,False,x11,10006.0
27606,relieved-kid,set4,15,49,147,15,49,5.837,False,x11,10006.0
27608,relieved-kid,set4,17,73,1,63,63,2.5,False,x11,10006.0
27611,relieved-kid,set4,20,81,2,36,36,2.68,False,x11,10006.0
27616,relieved-kid,set5,4,68,206,142,68,5.389,False,x11,10006.0
27619,relieved-kid,set5,7,16,188,136,16,3.651,False,x11,10006.0
27621,relieved-kid,set5,9,8,58,140,58,5.99,False,x11,10006.0
27622,relieved-kid,set5,10,122,27,245,245,3.022,False,x11,10006.0
27632,relieved-kid,set5,20,216,124,223,223,2.543,False,x11,10006.0
27633,relieved-kid,set6,0,162,94,23,94,2.49,False,x11,10006.0
27634,relieved-kid,set6,1,32,154,116,154,5.931,False,x11,10006.0
27637,relieved-kid,set6,4,82,77,222,82,5.388,False,x11,10006.0
27640,relieved-kid,set6,7,120,69,135,69,3.792,False,x11,10006.0
27644,relieved-kid,set6,11,112,219,86,112,4.116,False,x11,10006.0
27645,relieved-kid,set6,12,224,2,67,224,2.964,False,x11,10006.0
27650,relieved-kid,set6,17,110,92,38,92,3.976,False,x11,10006.0
27651,relieved-kid,set6,18,105,92,45,105,3.674,False,x11,10006.0
27652,relieved-kid,set6,19,152,194,211,211,3.3,False,x11,10006.0
27656,relieved-kid,set7,2,162,77,142,162,7.142,False,x11,10006.0
27657,relieved-kid,set7,3,130,237,102,237,2.392,False,x11,10006.0
27658,relieved-kid,set7,4,77,94,103,103,6.373,False,x11,10006.0
27659,relieved-kid,set7,5,154,195,30,154,2.492,False,x11,10006.0
27660,relieved-kid,set7,6,149,38,143,149,2.524,False,x11,10006.0
27661,relieved-kid,set7,7,160,248,91,160,3.798,False,x11,10006.0
27663,relieved-kid,set7,9,212,44,15,15,4.172,False,x11,10006.0
27664,relieved-kid,set7,10,35,236,94,35,7.844,False,x11,10006.0
27665,relieved-kid,set7,11,33,85,47,47,4.587,False,x11,10006.0
27666,relieved-kid,set7,12,109,133,7,109,5.087,False,x11,10006.0
27673,relieved-kid,set7,19,74,195,109,195,11.363,False,x11,10006.0
27674,relieved-kid,set7,20,34,150,119,119,19.465,False,x11,10006.0
27676,relieved-kid,set8,1,186,11,246,246,24.383,False,x11,10006.0
27679,relieved-kid,set8,4,8,50,158,8,13.696,False,x11,10006.0
27685,relieved-kid,set8,10,1,214,70,1,3.608,False,x11,10006.0
27687,relieved-kid,set8,12,223,63,39,63,4.0,False,x11,10006.0
27690,relieved-kid,set8,15,0,162,156,156,3.137,False,x11,10006.0
27693,relieved-kid,set8,18,208,171,87,208,2.94,False,x11,10006.0
27696,relieved-kid,set9,0,152,182,159,159,3.22,False,x11,10006.0
27697,relieved-kid,set9,1,104,121,246,246,4.083,False,x11,10006.0
27698,relieved-kid,set9,2,12,142,135,142,3.226,False,x11,10006.0
27700,relieved-kid,set9,4,249,150,22,150,3.256,False,x11,10006.0
27704,relieved-kid,set9,8,170,29,157,29,3.723,False,x11,10006.0
27705,relieved-kid,set9,9,0,245,94,94,4.443,False,x11,10006.0
27706,relieved-kid,set9,10,223,78,79,79,3.185,False,x11,10006.0
27707,relieved-kid,set9,11,96,240,103,240,2.497,False,x11,10006.0
27708,relieved-kid,set9,12,214,213,94,214,5.413,False,x11,10006.0
27709,relieved-kid,set9,13,34,50,78,34,4.654,False,x11,10006.0
27712,relieved-kid,set9,16,43,110,183,110,3.086,False,x11,10006.0
27716,relieved-kid,set9,20,112,245,237,237,2.556,False,x11,10006.0
27717,relieved-kid,set10,0,110,12,70,12,2.768,False,x11,10006.0
27720,relieved-kid,set10,3,240,123,69,69,3.985,False,x11,10006.0
27722,relieved-kid,set10,5,34,204,44,204,4.023,False,x11,10006.0
27723,relieved-kid,set10,6,72,202,239,239,4.581,False,x11,10006.0
27724,relieved-kid,set10,7,104,115,23,23,2.933,False,x11,10006.0
27725,relieved-kid,set10,8,16,81,99,81,5.461,False,x11,10006.0
27726,relieved-kid,set10,9,72,105,207,72,2.467,False,x11,10006.0
27729,relieved-kid,set10,12,8,70,238,8,7.398,False,x11,10006.0
27730,relieved-kid,set10,13,144,141,23,141,2.952,False,x11,10006.0
27732,relieved-kid,set10,15,18,156,237,18,5.395,False,x11,10006.0
27737,relieved-kid,set10,20,106,197,214,106,5.027,False,x11,10006.0
27739,relieved-kid,set11,1,144,248,231,144,2.995,False,x11,10006.0
27744,relieved-kid,set11,6,0,235,152,0,3.975,False,x11,10006.0
27748,relieved-kid,set11,10,249,4,31,249,4.103,False,x11,10006.0
27755,relieved-kid,set11,17,32,186,237,237,4.831,False,x11,10006.0
27757,relieved-kid,set11,19,225,106,159,106,3.887,False,x11,10006.0
27759,equipped-pheasant,set1,0,50,236,222,222,7.399,False,x12,9001.0
27760,equipped-pheasant,set1,1,81,139,143,143,10.221,False,x12,9001.0
27761,equipped-pheasant,set1,2,0,81,87,81,4.629,False,x12,9001.0
27762,equipped-pheasant,set1,3,80,99,133,133,29.73,False,x12,9001.0
27764,equipped-pheasant,set1,5,24,38,79,79,6.66,False,x12,9001.0
27766,equipped-pheasant,set1,7,10,230,223,223,6.04,False,x12,9001.0
27768,equipped-pheasant,set1,9,171,85,119,171,20.168,False,x12,9001.0
27770,equipped-pheasant,set1,11,234,51,76,51,11.876,False,x12,9001.0
27771,equipped-pheasant,set1,12,248,99,54,54,5.311,False,x12,9001.0
27772,equipped-pheasant,set1,13,35,155,227,35,14.609,False,x12,9001.0
27778,equipped-pheasant,set1,19,66,173,79,66,10.965,False,x12,9001.0
